Season,State,Area(hec),Production(Ton),Yield(Ton/hector)
2,49,119455,134621,1.126959943
2,1,1042036,3371000,3.235012994
0,23,32604,37918,1.162986137
2,49,250625,391529,1.562210474
2,1,1384700,4451000,3.214414675
2,40,71810,114896,1.6
2,53,4298,16082,3.741740344
3,42,18686,49615,2.655196404
2,45,9790,23690,2.419816139
2,42,1120549,2792657,2.492222116
3,34,3783766,8917625,2.35681197
1,58,48858.28,196784,4.027648947
1,25,52616,140196,2.664512696
2,1,1244000,4041000,3.248392283
3,0,1777257,2759652,1.552759111
3,43,15688,43162,2.75127486
2,43,24411,60556,2.480684937
2,56,1634921,5097447,3.117855236
2,48,5973,17260,2.889670182
2,22,255487,491430,1.923502957
2,16,1488200,2098200,1.409891144
2,17,1675513,1302615,0.777442491
0,9,522698,903286,1.728122166
3,23,12836,54206,4.222966656
3,9,2842875,4684328,1.647743218
1,0,400873,1145512,2.857543412
3,20,15277,50503,3.305819205
2,11,2851000,11267000,3.951946685
2,44,1046987,2946004,2.813792339
2,16,1457100,2466400,1.692677236
2,10,1903772,7458657,3.917831022
2,9,744230,862282,1.158623006
0,0,154511,209349,1.354913242
0,23,33646,78965,2.346935743
3,42,43192,94196,2.180866827
2,56,1634921,5097447,3.117855236
2,49,262012,615799,2.350270217
1,59,6052,16186,2.674487773
2,17,1766150,1685799,0.954504997
1,53,4518,16060,3.554670208
1,58,46865,137477,2.933468473
2,48,5884,16837,2.861488783
3,23,3929,13846,3.524051922
1,58,49693,153463,3.088221681
1,16,31400,76000,2.420382166
2,40,80579,137418,1.705382296
2,25,792207,1808275,2.282578922
0,34,423121,751970,1.777198485
3,2,3167000,4702000,1.484685823
0,0,350649,374010,1.066622178
2,24,3843825,4586818,1.19329522
2,20,275711,528524,1.916949269
1,58,51132.63,137465,2.688400734
2,4,51859,68637,1.323531113
3,63,4520,12220,2.703539823
2,11,3103000,12822000,4.132130197
2,11,2975000,11823000,3.974117647
2,4,16862,36979,2.193037599
2,11,3046000,12638000,4.149047932
1,20,12654,39797,3.145013434
2,56,3003673,8233806,2.741245801
3,63,1680,3330,1.982142857
2,25,583500,472600,0.809940017
3,53,10920,26585,2.43452381
3,0,1888683,3727039,1.97335339
2,49,263246,561355,2.132435061
3,34,4016656,10545076,2.625337096
2,42,1030464,2103709,2.041516249
1,2,331000,811000,2.450151057
2,44,1046987,2946004,2.813792339
2,31,122690,257580,2.099437607
1,20,13043,50137,3.843977613
2,43,28330,80114,2.827885634
2,43,24411,60556,2.480684937
1,58,48858.28,196784,4.027648947
2,11,3103000,12822000,4.132130197
1,58,47334,144706,3.057125956
0,9,556827,949371,1.704965815
3,63,1000,2000,2
1,59,24595,67107,2.728481399
2,49,262012,615799,2.350270217
3,53,10920,26585,2.43452381
0,4,25826,26644,1.031673507
2,11,2894000,11107000,3.837940567
2,56,2848794,7056175,2.476898997
2,49,259892,500880,1.927262093
3,34,3639538,7202760,1.979031405
2,20,247698,561856,2.268310604
0,0,539665,557764,1.033537472
2,25,672000,1408100,2.095386905
2,16,1491300,2488600,1.66874539
2,63,163680,261920,1.600195503
1,58,51132.63,137465,2.688400734
2,4,12123,20697,1.707250681
1,2,236000,755000,3.199152542
1,2,292610,932910,3.188236902
2,59,5631949,11938078,2.11970634
2,53,42779,103606,2.421889245
1,20,7511,22367,2.977899081
0,9,570397,914228,1.602792441
2,4,55880,105713,1.89178597
2,40,71613,114785,1.602851438
2,24,3928815,4707499,1.198198184
2,48,7303,10799,1.478707381
2,1,1054282,2695000,2.556242068
2,2,1357726,3612589,2.660764396
2,42,1048427,2667359,2.544153289
2,4,59196,114630,1.936448409
1,9,124874,246807,1.97644826
2,17,1674013,1389269,0.829903352
3,42,43192,94196,2.180866827
1,16,25100,50500,2.011952191
3,23,63484,142867,2.250441056
2,49,273582,663755,2.426164733
0,9,534477,477325,0.8930693
1,53,4647,12395,2.667312244
3,63,200,250,1.25
2,10,2204046,7225373,3.278231489
2,53,4298,16082,3.741740344
1,59,25121,54221,2.158393376
3,23,9854,39940,4.053176375
0,2,153608.9,105328,0.685689436
2,63,163680,261920,1.600195503
2,20,271219,511526,1.886025684
0,58,63232,161083,2.547491776
1,16,69640,161900,2.324813326
2,16,1457100,2466400,1.692677236
2,56,1634921,5097447,3.117855236
3,23,62723,115354,1.839102084
2,25,658500,1228400,1.865451784
2,16,1339000,2330000,1.740104556
2,24,3939826,6300825,1.59926479
1,42,103711,307524,2.965201377
2,43,33728,90072,2.670540797
1,59,24695,61514,2.490949585
2,63,208990,519600,2.486243361
2,43,52191,121679,2.331417294
0,22,34235,94357,2.756155981
2,43,27630,77109,2.790770901
2,31,224380,501980,2.237186915
2,42,1048427,2667359,2.544153289
0,23,33136,77453,2.337427571
2,40,78571,121453,1.545773886
2,40,71613,114785,1.602851438
3,42,43192,94196,2.180866827
2,49,121468,143893,1.184616525
3,23,13670,63373,4.635918069
2,56,2873949,8563334,2.979640209
1,16,26800,60800,2.268656716
0,34,288129,605612,2.101877978
2,16,1508400,2835400,1.879740122
3,56,1165454,3581740,3.073257289
1,42,209257,935326,4.469747726
1,16,25100,50500,2.011952191
2,1,1558900,5194600,3.332221438
2,4,59196,114630,1.936448409
1,59,23984,62203,2.59352068
2,20,252163,591755,2.346716211
1,34,1406078,4198595,2.986032781
3,23,62892,117116,1.862176429
2,11,2487000,8816000,3.544833132
2,53,25444,59433,2.33583556
2,25,622100,1015900,1.6330172
3,58,92734.9,248114,2.675519141
1,58,49762,148370,2.98159238
2,53,4325,15281,3.533179191
2,45,14740,21190,1.437584803
3,56,1584140,5861498,3.700113626
2,20,259805,523203,2.013829603
0,2,183635.05,254351,1.385089611
0,0,307988,355825,1.155320987
0,9,546872,727414,1.330135754
2,53,4237,12794,3.019589332
2,45,9790,23690,2.419816139
1,0,416353,1224046,2.939923574
3,63,1330,3150,2.368421053
3,0,1769203,2877371,1.626365657
2,56,2873949,8563334,2.979640209
0,0,539665,557764,1.033537472
1,16,29500,65800,2.230508475
3,42,53480,99699,1.864229619
3,44,742508,2533895,3.41261643
0,34,425002,740688,1.742787093
3,2,3255000,5398000,1.658371736
1,2,265000,714000,2.694339623
3,58,162445,336416,2.070953246
2,59,6068496,12849116,2.117347692
1,42,209257,935326,4.469747726
2,22,15382,16267,1.057534781
2,25,583500,472600,0.809940017
2,49,119455,134621,1.126959943
0,34,339753,719205,2.11684665
2,45,9790,23690,2.419816139
2,49,261663,545186,2.083542572
2,20,259805,523203,2.013829603
3,9,2907199,4589705,1.578737816
2,22,257273,746954,2.903351693
3,34,4248946,8463310,1.99186104
0,2,153608.9,105328,0.685689436
0,23,32560,41798,1.283722359
3,9,2842875,4684328,1.647743218
2,10,1794991,7949437,4.428677915
2,22,243070,547520,2.25251985
2,25,583500,472600,0.809940017
3,43,15439,46925,3.039380789
2,25,648300,1209300,1.86534012
3,23,13670,63373,4.635918069
1,20,14703,55577,3.779976875
2,44,889351,3028634,3.405442845
2,2,1527103,2894101,1.895157694
3,58,162445,336416,2.070953246
2,40,83273,85653,1.028580692
3,2,849093,1248966,1.470941346
1,17,34311,94770,2.76208796
2,56,2382500,5218300,2.190262329
2,44,1189264,4135049,3.476981562
1,16,38800,72200,1.860824742
2,22,15228,16175,1.062188075
0,0,539665,557764,1.033537472
1,59,18175,40620,2.234938102
3,0,1773211,2865843,1.616188372
1,16,25100,50500,2.011952191
3,9,2653346,7076168,2.666884756
2,11,2851000,11267000,3.951946685
2,45,12070,20880,1.729908865
3,34,4051084,9393991,2.318883291
1,34,1221076,3875100,3.173512541
0,2,153608.9,105328,0.685689436
1,20,7511,22367,2.977899081
2,20,252163,591755,2.346716211
2,25,741042,1584355,2.138009721
1,16,37400,72500,1.938502674
2,10,1396651,3222776,2.307502733
0,23,33646,78965,2.346935743
1,53,3941,12049,3.057345851
1,59,2829,6741,2.382820785
2,31,122690,257580,2.099437607
2,48,5884,16837,2.861488783
2,24,3843825,4586818,1.19329522
0,9,2844474,4354156,1.530742063
2,4,16862,36979,2.193037599
2,16,1500400,2768600,1.845241269
2,63,141000,205000,1.453900709
3,2,1008437.16,1333906,1.322745782
2,53,4945,11518,2.329221436
1,42,278414,851657,3.05895896
2,43,31166,59267,1.90165565
2,22,15382,16267,1.057534781
1,25,31238,100275,3.210032653
2,43,27219,71279,2.618722216
2,49,250044,492732,1.970581178
0,2,183635.05,254351,1.385089611
2,25,664000,1028700,1.549246988
3,34,4051084,9393991,2.318883291
3,53,13961,30220,2.16460139
2,22,199818,575826,2.881752395
3,2,849093,1248966,1.470941346
2,49,262012,615799,2.350270217
0,23,32679,44736,1.368952538
1,59,24695,61514,2.490949585
1,34,1310585,4424392,3.375890919
3,53,10324,23489,2.275184037
3,42,54629,158046,2.893078768
0,2,183323.17,163692,0.892914955
3,2,3222020,8052660,2.499258229
2,49,122267,146191,1.195670132
0,2,678000,563000,0.830383481
3,58,81279,247879,3.049729943
0,4,19851,24343,1.226285829
0,4,18510,22904,1.237385197
1,10,339990,1463054,4.303226565
1,25,3900,10700,2.743589744
3,53,9006,26378,2.928936265
2,53,4379,12878,2.940854076
1,34,1376387,4257111,3.092960773
1,53,5689,15537,2.73105994
2,42,1096198,2678951,2.443856858
2,49,261663,545186,2.083542572
3,34,4086590,10074261,2.465199837
2,42,1030464,2103709,2.041516249
0,0,539665,557764,1.033537472
1,59,21621,45666,2.112113223
1,34,1376387,4257111,3.092960773
1,16,38000,81100,2.134210526
3,53,8749,25188,2.878957595
1,25,3900,10700,2.743589744
1,20,5655,21126,3.735809019
1,59,26051,74184,2.847645004
2,56,2812400,7005800,2.491039681
1,58,37186,83239,2.238449954
2,2,4273000,3278000,0.767142523
3,58,72253,141397,1.956970645
2,40,83273,85653,1.028580692
4,25,672600,1042300,1.549658043
2,23,105402,149742,1.42067513
3,23,63434,125124,1.972506858
1,59,7839,18016,2.298252328
2,20,280816,567662,2.021473135
1,25,33700,96000,2.848664688
0,23,32605,43401,1.33111486
0,23,32679,44736,1.368952538
0,0,196188,280693,1.430734805
2,59,5842029,13241518,2.266595732
0,2,511550,657520,1.285348451
2,56,1398884,4115558,2.942029504
2,53,4298,16082,3.741740344
1,58,21857,59733,2.732900215
0,0,539665,557764,1.033537472
2,17,2260000,5400540,2.389619469
3,58,148893,335529,2.253490762
0,9,749671,892725,1.190822374
2,4,59196,114630,1.936448409
3,56,1584140,5861498,3.700113626
0,9,581128,1010341,1.738585991
1,53,3769,12965,3.439904484
2,56,2848794,7056175,2.476898997
1,59,2829,6741,2.382820785
0,2,530320,576840,1.087720622
2,40,75380,111252,1.475882197
3,42,52005,106335,2.04470724
2,63,176790,427240,2.416652526
2,17,1881546,3321724,1.76542269
3,44,1585062,5900447,3.722533882
2,24,3937796,6637737,1.685647758
2,49,115481,114116,0.988179874
2,17,1573535,1766596,1.122692536
3,0,1504647,1950144,1.296080742
2,4,62372,95115,1.524963124
2,40,80579,137418,1.705382296
3,2,1016623,674135,0.663112088
2,2,4273000,3278000,0.767142523
0,23,32679,44736,1.368952538
1,25,84200,267900,3.181710214
3,63,4520,12220,2.703539823
3,0,1773211,2865843,1.616188372
3,43,15439,46925,3.039380789
2,16,1445700,2395100,1.656706094
0,34,393944,683950,1.73616047
3,23,62825,115388,1.836657382
2,16,1500400,2768600,1.845241269
2,42,1055061,2627561,2.49043515
1,42,268044,762759,2.845648476
1,34,1376387,4257111,3.092960773
2,44,920307,2854873,3.102087673
2,44,748713,2197030,2.934408779
1,58,37186,83239,2.238449954
2,16,1339000,2330000,1.740104556
1,2,331000,811000,2.450151057
3,63,4010,10740,2.678304239
2,48,5884,16837,2.861488783
2,43,28330,80114,2.827885634
2,17,1674013,1389269,0.829903352
2,22,253067,602947,2.382558769
1,53,4574,13942,3.048097945
0,34,423121,751970,1.777198485
3,58,147384,266674,1.809382294
3,2,1016623,674135,0.663112088
0,58,120217,235849,1.961860635
1,34,1376387,4257111,3.092960773
2,4,16380,35983,2.196764347
2,42,944272,2100123,2.224065735
3,2,1014731.14,1306932,1.287958897
0,34,212132,453439,2.137532291
2,49,128800,204001,1.583858696
3,63,1330,3150,2.368421053
0,34,425002,740688,1.742787093
1,42,209257,935326,4.469747726
1,9,124874,246807,1.97644826
1,17,34311,94770,2.76208796
1,16,29500,65800,2.230508475
3,34,3783766,8917625,2.35681197
2,16,1457100,2466400,1.692677236
2,31,212680,480240,2.258040248
3,0,1880737,3709081,1.972142304
2,16,1465730,3419021,2.332640391
2,9,190236,270831,1.423657983
0,2,153608.9,105328,0.685689436
2,40,71613,114785,1.602851438
2,11,2975000,11823000,3.974117647
2,25,651400,1193200,1.831747006
2,40,71810,114896,1.6
4,4,56460,107740,1.908253631
1,0,319480,573189,1.794131088
2,11,2735000,11000000,4.021937843
1,34,1376387,4257111,3.092960773
2,24,3810112,5073721,1.331646156
2,48,5848,16826,2.877222982
0,2,511550,657520,1.285348451
2,16,1417445,3143748,2.217897696
2,42,1079193,2599170,2.408438528
0,23,32570,41908,1.286705557
1,16,42800,111200,2.598130841
2,16,1535300,2912800,1.897218785
2,1,905651,2468000,2.72511155
3,58,88990,254450,2.859310035
3,56,761911,3402713,4.466024247
2,24,3843825,4586818,1.19329522
1,25,11800,54700,4.63559322
2,22,15228,16175,1.062188075
1,59,7839,18016,2.298252328
3,4,119,238,2
0,58,105349,241824,2.295456056
1,34,1450473,4921984,3.393364785
1,34,1310585,4424392,3.375890919
1,25,3900,10700,2.743589744
0,2,614160.1,418254,0.681017865
2,49,261663,545186,2.083542572
3,0,1878208,3996018,2.12756947
0,0,191322,256729,1.341868682
2,45,12140,20973,1.727594728
2,4,59196,114630,1.936448409
0,9,553904,688189,1.242433707
2,4,47085,65893,1.399447807
1,23,9224,37439,4.05886817
2,1,1234094,3574300,2.896294772
3,44,495113,1690109,3.413582354
3,53,11306,24163,2.137183796
2,17,1675513,1302615,0.777442491
2,20,252163,591755,2.346716211
0,0,354115,347992,0.982709007
1,16,26800,60800,2.268656716
2,17,1766150,1685799,0.954504997
2,16,1457100,2466400,1.692677236
1,59,7839,18016,2.298252328
3,20,3062,9578,3.128020901
3,0,1793994,2692709,1.50095764
1,16,26800,60800,2.268656716
2,24,3905319,5441525,1.393362488
0,34,205082,471150,2.297373733
0,2,541000,390000,0.720887246
2,10,1794991,7949437,4.428677915
1,0,416353,1224046,2.939923574
2,24,3828992,5567644,1.454075642
1,20,13953,44845,3.214004157
1,2,236000,755000,3.199152542
2,49,259892,500880,1.927262093
1,22,70577,228104,3.231987758
0,2,797000,743000,0.932245922
2,43,27630,77109,2.790770901
2,45,12140,20973,1.727594728
2,31,224380,501980,2.237186915
1,25,79800,242000,3.032581454
1,0,329255,681027,2.068387724
3,9,2698627,7065073,2.618025018
2,16,1508400,2835400,1.879740122
2,9,126106,243661,1.932191965
3,63,1330,3150,2.368421053
3,34,3986330,9597968,2.407720384
1,59,5629,12643,2.246047255
1,16,27800,64300,2.31294964
0,2,824000,677000,0.821601942
2,31,212680,480240,2.258040248
3,34,3977400,10910896,2.743223211
1,23,12752,46600,3.654328733
1,59,7839,18016,2.298252328
0,2,137925,154026,1.116737357
2,56,2426073,6500545,2.679451525
0,2,157262,87970,0.559384975
1,16,26178,62200,2.37604095
1,59,18175,40620,2.234938102
1,0,311437,610136,1.959099272
1,59,18849,48358,2.565547244
3,23,63670,160722,2.524297157
3,42,45326,109309,2.411618056
1,9,60399,128812,2.132684316
0,9,581128,1010341,1.738585991
3,53,8382,24736,2.95108566
2,24,3777661,2634853,0.697482649
2,20,275711,528524,1.916949269
1,34,1366273,4166145,3.049277121
2,4,54393,15501,0.284981523
2,22,16843,18190,1.079973876
2,24,3928815,4707499,1.198198184
3,53,10920,26585,2.43452381
1,34,1376387,4257111,3.092960773
0,23,33136,77453,2.337427571
2,40,80579,137418,1.705382296
1,2,331000,811000,2.450151057
3,56,761911,3402713,4.466024247
3,43,13193,36118,2.737663913
2,16,1491300,2488600,1.66874539
2,56,2526108,6376990,2.524432843
3,42,52005,106335,2.04470724
1,20,14703,55577,3.779976875
0,34,212132,453439,2.137532291
2,25,741042,1584355,2.138009721
1,0,319480,573189,1.794131088
0,4,20064,23583,1.175388756
2,22,255487,491430,1.923502957
1,42,224744,702645,3.126423842
1,20,13953,44845,3.214004157
0,0,495698,487719,0.983903506
1,53,4574,13942,3.048097945
3,23,13628,63081,4.628778984
1,25,3900,10700,2.743589744
3,34,4126706,9653580,2.339294343
3,43,15980,42773,2.676658323
1,16,20500,49000,2.390243902
3,0,1769203,2877371,1.626365657
1,20,13043,50137,3.843977613
1,2,381810,912040,2.388727377
2,59,5719933,12476923,2.181305795
2,22,15382,16267,1.057534781
3,42,11266,31038,2.75501509
3,43,15439,46925,3.039380789
1,42,224744,702645,3.126423842
2,53,4379,12878,2.940854076
2,20,281464,537876,1.910993946
3,43,16213,43642,2.691790538
1,53,4005,14518,3.624968789
2,43,30632,72221,2.357697832
2,48,5884,16837,2.861488783
2,53,4237,12794,3.019589332
2,17,1766150,1685799,0.954504997
1,53,5098,13451,2.638485681
3,42,45326,109309,2.411618056
2,4,59196,114630,1.936448409
2,16,1487200,2590400,1.741796665
2,59,5719933,12476923,2.181305795
2,24,3854352,5267537,1.366646585
0,34,212132,453439,2.137532291
1,25,52616,140196,2.664512696
3,42,43861,144235,3.288456716
1,20,13953,44845,3.214004157
2,42,1048427,2667359,2.544153289
3,42,48096,118479,2.463385729
3,4,2232,3675,1.646505376
1,53,4574,13942,3.048097945
0,9,581128,1010341,1.738585991
3,58,86751,212607,2.450772902
2,45,14740,21190,1.437584803
3,43,14130,39236,2.776786978
1,25,31238,100275,3.210032653
0,2,153608.9,105328,0.685689436
0,0,495698,487719,0.983903506
0,2,137925,154026,1.116737357
1,0,393619,1080072,2.743952909
1,22,69975,219022,3.130003573
3,34,4016656,10545076,2.625337096
3,34,4086590,10074261,2.465199837
2,25,741042,1584355,2.138009721
1,0,400873,1145512,2.857543412
2,23,102657,165907,1.616129441
3,63,4010,10740,2.678304239
1,0,329255,681027,2.068387724
0,4,22633,25671,1.134228781
2,42,1102221,2734838,2.481206582
2,24,3928815,4707499,1.198198184
2,24,3769746,2369295,0.628502557
2,49,261663,545186,2.083542572
2,20,281464,537876,1.910993946
2,48,5848,16826,2.877222982
3,0,1890960,3767357,1.992298621
2,16,1491300,2488600,1.66874539
3,53,10920,26585,2.43452381
3,23,63862,162180,2.53953838
3,34,3999653,10259384,2.56506852
1,53,3941,12049,3.057345851
2,48,6096,12907,2.117290026
2,16,1424765,2668600,1.873010637
2,17,1881546,3321724,1.76542269
3,23,63602,124605,1.959136505
1,34,1206829,3569520,2.957767836
2,59,5631949,11938078,2.11970634
2,22,255487,491430,1.923502957
2,25,651400,1193200,1.831747006
1,42,209257,935326,4.469747726
1,16,25100,50500,2.011952191
0,4,19851,24343,1.226285829
1,20,13043,50137,3.843977613
1,59,25659,79891,3.11356639
3,58,162445,336416,2.070953246
1,34,1376387,4257111,3.092960773
2,20,259805,523203,2.013829603
3,63,3550,8950,2.521126761
3,9,2907199,4589705,1.578737816
3,23,62170,114027,1.834116133
2,42,1030464,2103709,2.041516249
3,23,63862,162180,2.53953838
3,58,174714,346022,1.980505283
3,63,4010,10740,2.678304239
2,42,1079193,2599170,2.408438528
3,2,3222020,8052660,2.499258229
1,59,18175,40620,2.234938102
2,40,71613,114785,1.602851438
3,22,150250,463371,3.084
1,20,15315,55057,3.594972249
3,56,1337020,4922944,3.682027195
1,53,3941,12049,3.057345851
2,42,1075993,2770413,2.574750022
2,43,27630,77109,2.790770901
1,34,1556662,4358011,2.799587194
3,58,174714,346022,1.980505283
3,63,3550,8950,2.521126761
0,4,22633,25671,1.134228781
2,24,3828992,5567644,1.454075642
3,20,3062,9578,3.128020901
3,0,1707340,2594392,1.519552052
1,59,26051,74184,2.847645004
1,25,54751,161497,2.94966302
2,40,71810,114896,1.6
2,45,9790,23690,2.419816139
3,0,1890960,3767357,1.992298621
4,4,56460,107740,1.908253631
3,2,3130820,6280410,2.005995234
2,4,59196,114630,1.936448409
2,16,1516400,2784600,1.83632287
2,53,4237,12794,3.019589332
2,25,741042,1584355,2.138009721
2,45,9790,23690,2.419816139
2,2,4500000,7220000,1.604444444
0,9,533233,503448,0.944142617
1,25,3900,10700,2.743589744
2,25,741042,1584355,2.138009721
3,56,1337020,4922944,3.682027195
2,31,155,348,2.24516129
3,0,1636050,2574284,1.573475138
2,43,52191,121679,2.331417294
2,45,9501,17636,1.85622566
3,0,1890960,3767357,1.992298621
3,42,53480,99699,1.864229619
2,2,4273000,3278000,0.767142523
2,23,105402,149742,1.42067513
2,10,2000212,7374681,3.686949683
2,11,2851000,11267000,3.951946685
1,16,69640,161900,2.324813326
2,53,24142,57514,2.382321266
2,56,3003673,8233806,2.741245801
2,25,726000,1376300,1.895730028
2,43,24411,60556,2.480684937
2,4,51859,68637,1.323531113
2,40,71810,114896,1.6
1,42,324525,990578,3.052393498
0,23,32570,41908,1.286705557
2,59,5837298,14353736,2.458969201
3,20,3761,11855,3.152087211
3,9,2842875,4684328,1.647743218
